providerTransactionId,email,userId,provider,amount,currency,status,transactionType,paymentMethod,createdAt,updatedAt,providerReference,fraudRisk,details_invoiceId,details_customerName,details_description
3318b28b-4e21-4755-8663-aa501dd8cf94,yesenia_pacheco@gmail.com,67d2c41a171e436ebd2f2e50,Stripe,765.31,USD,failed,refund,bank_transfer,2024-05-18T13:13:47.791Z,2024-05-23T13:13:47.791Z,ac76570e-47eb-4daa-8097-8c99237c3a85,high,62ef4b76-9aff-40f6-9a03-8c6e6e90998b,Yesenia Pacheco,labore nisi esse eiusmod dolore non do voluptate
17706843-62c8-44c9-b9da-15ac9e30ba19,moody_whitley@outlook.com,67d2c41aff9ffe6e50d96800,PayPal,651.8,USD,pending,subscription,card,2024-05-16T11:28:19.569Z,2024-05-24T11:28:19.569Z,a544b1c4-aab8-4c63-8838-43079d1463d0,medium,41aea0c3-d898-44d1-9d88-12471b142a4b,Moody Whitley,laborum reprehenderit pariatur sit non esse ipsum ad
32d6988c-1b0c-48cf-b41f-7f3387dc0b3a,jensen_cobb@gmail.com,67d2c41adef8ff893e70cbf7,Stripe,823.58,USD,refunded,charge,paypal_balance,2024-01-30T05:19:04.768Z,2024-02-09T05:19:04.768Z,ed1d06b8-c3b7-40e7-8f37-7dc1f2e5e4a2,medium,94fe3dc9-5974-4e06-86f1-781b8e7f258e,Jensen Cobb,laboris consectetur non excepteur elit fugiat dolor deserunt
46ee9740-2a2b-4db4-9ae0-e5dc7c73fd67,gilbert_bullock@yahoo.com,67d2c41a32b970bb290995da,PayPal,978.55,USD,refunded,subscription,paypal_balance,2024-02-18T23:13:11.833Z,2024-02-20T23:13:11.833Z,43423c4a-e6f8-44e2-a17d-25714b9a3371,low,c3b3a9ff-6f65-41f3-a8a8-0cc1b36bc7b3,Gilbert Bullock,minim cupidatat non nisi ad est mollit in
973db11f-f3b7-4d36-a3b0-9d4653a653d2,ashley_gentry@outlook.com,67d2c41a704f7cb73f316edf,PayPal,528.19,USD,failed,subscription,bank_transfer,2024-07-07T13:46:24.255Z,2024-07-16T13:46:24.255Z,1a93b627-c265-4689-b0bf-199d6b8f2e24,low,7f4677a5-ecbb-46b1-b6aa-ca520ffbbbd6,Ashley Gentry,commodo aliquip qui ut irure in in reprehenderit
d462c4bf-de74-4b9b-b6b4-73868bc67beb,wyatt_webster@yahoo.com,67d2c41aa87d43b19ea90fc4,Stripe,360.54,USD,pending,payout,paypal_balance,2024-01-25T11:36:29.320Z,2024-01-26T11:36:29.320Z,f3099a4e-edae-4270-a67b-b14d0e7323af,low,564b3e29-cce4-4186-b91a-210e6aaa2032,Wyatt Webster,tempor nostrud nostrud reprehenderit aute dolor qui anim
1fc4ea5d-e9aa-403c-8609-59919fdcb127,fleming_morin@outlook.com,67d2c41a331061666ff1ea79,Stripe,104.89,USD,succeeded,refund,paypal_balance,2024-01-08T04:53:49.180Z,2024-01-18T04:53:49.180Z,c4fdb7ea-7080-4d9c-afbb-a926dcf6609c,high,894c90e9-4f42-4556-8d20-aa94e23189f6,Fleming Morin,elit incididunt cillum adipisicing eiusmod incididunt laborum duis
1acabf3f-9bec-4853-9faf-5b13d02b3710,claire_tyson@gmail.com,67d2c41ae59907c94397ade0,PayPal,868.35,USD,pending,charge,paypal_balance,2024-08-04T14:06:45.553Z,2024-08-14T14:06:45.553Z,36cc34a9-b350-4aff-b96e-80d6d0030fe3,medium,c54de482-a011-4af4-81fe-f4c6f56e3735,Claire Tyson,tempor tempor laborum reprehenderit do do esse deserunt
e5f5a6a0-4a71-4411-810d-445911302245,bonnie_stephens@gmail.com,67d2c41a82ac85c2781bf6ce,PayPal,621.47,USD,failed,refund,bank_transfer,2024-02-17T14:49:43.980Z,2024-02-26T14:49:43.980Z,1452a20e-e05e-4333-be2d-8cb9623f47b3,medium,1607eb98-42c0-4fda-b96f-1e9e5321e83c,Bonnie Stephens,ea sit culpa nostrud nostrud magna commodo sint
6ac994c7-fac1-42d3-8b21-716784728f21,sosa_mcguire@outlook.com,67d2c41a416ba422c26f1c14,Stripe,361.25,USD,failed,charge,card,2024-08-20T06:53:21.972Z,2024-08-25T06:53:21.972Z,8fc7e4a7-72a6-4185-8345-50cd097109c4,high,0a4b53a0-27e7-452b-8353-bad1af46461c,Sosa Mcguire,magna cupidatat id dolor amet sit irure enim
60fd2600-cb1c-41b1-ab9d-6dc3be4972dd,jeannette_byers@yahoo.com,67d2c41a278f4b76bc8be0de,PayPal,1168.73,USD,refunded,payout,bank_transfer,2024-11-23T00:12:00.729Z,2024-11-26T00:12:00.729Z,8fca22aa-69f1-4476-9e71-d41661d8c284,high,0d70bc54-b77a-4c14-bcc1-fa1dbb27aa08,Jeannette Byers,et exercitation aliqua aliqua ex amet adipisicing velit
6873377f-0e02-4267-82d7-dd186b578d69,henson_ingram@outlook.com,67d2c41afbaa1d7f763aff9a,PayPal,1264.06,USD,pending,subscription,card,2024-09-01T15:40:52.838Z,2024-09-10T15:40:52.838Z,a78abdfb-122a-4abb-aee6-fa6a5956811e,high,88bf0ea2-ad4b-47a0-bfc1-45240ca33134,Henson Ingram,officia veniam voluptate ex aliqua nulla cupidatat eu
a0c1a548-bfe2-40e3-a1ac-f76023f1412a,robbins_wyatt@outlook.com,67d2c41a90510b289ef6a452,Stripe,33.46,USD,succeeded,refund,paypal_balance,2024-10-24T11:35:04.962Z,2024-10-31T11:35:04.962Z,1a020b13-c75a-451e-9f29-c9130ddf58b5,medium,20f544bc-8f7b-4736-9426-c2f1ffc015ba,Robbins Wyatt,commodo ea ipsum enim esse adipisicing id laboris
f64aa6bb-4a30-4f4a-9b9e-07b53f9fe046,blackwell_taylor@yahoo.com,67d2c41aaed963c6fc45bc5a,PayPal,688.07,USD,pending,refund,bank_transfer,2024-04-14T23:35:06.763Z,2024-04-15T23:35:06.763Z,ebbeedea-45cb-4b74-86cf-5ce91cb00bea,medium,4f8748b8-3ed3-4669-9822-07fc22d1f667,Blackwell Taylor,commodo elit nostrud occaecat ut qui duis consectetur
f58debd2-ea5c-4971-9f3f-2c010ddeabb1,bradford_battle@yahoo.com,67d2c41a95e9a7954f08cbad,Stripe,391.64,USD,refunded,refund,bank_transfer,2024-03-03T12:40:22.498Z,2024-03-13T12:40:22.498Z,ecab4f84-867a-4671-ae14-3b4552a22c62,low,82bd352b-eeac-4e10-bc80-5fde10ed583a,Bradford Battle,est ex nulla pariatur nostrud laborum ut in
b4bc6638-bf33-4326-acd7-658269921ffb,nola_horn@gmail.com,67d2c41a7e1b61c5f1645d68,PayPal,155.26,USD,refunded,charge,paypal_balance,2024-12-21T06:17:19.785Z,2024-12-26T06:17:19.785Z,ff8426cc-9601-45fb-9c78-6c12bbf7777e,low,8b4b8593-e7c3-4867-9145-6416f45696e6,Nola Horn,nisi tempor aliquip consequat labore elit ut id
cb879714-1f8a-415d-9dd0-c7cf3f0627fb,carter_huber@outlook.com,67d2c41a8126324d05672039,Stripe,102.17,USD,refunded,refund,card,2024-11-23T19:22:18.136Z,2024-11-26T19:22:18.136Z,3b42ef2e-4ef2-4475-a68a-cc929f4991a5,medium,5b3ab47a-e30e-4e6d-9623-4f270a048891,Carter Huber,non laboris ut fugiat consectetur laborum Lorem velit
d2522ae1-fcd0-4e7f-8d84-0a01e1d78634,bates_hopper@yahoo.com,67d2c41a5de52cc14491303b,Stripe,558.04,USD,failed,payout,paypal_balance,2024-03-10T03:26:50.485Z,2024-03-20T03:26:50.485Z,e0c37bde-3f53-4396-965f-d4d50d3563d6,low,e2db8952-1028-4389-9aa5-1262120aefb8,Bates Hopper,cillum aliquip mollit id proident dolor ut voluptate
e558ca3e-43da-4cdf-b5c0-1252c2f24e1e,lela_miles@outlook.com,67d2c41ab4011ade3d225126,Stripe,596.73,USD,succeeded,charge,paypal_balance,2024-07-01T19:43:18.899Z,2024-07-02T19:43:18.899Z,4fbf728b-0d9e-4750-8977-d54d9f9d71bd,low,a57bd774-1fcd-44d8-8565-7e2491077646,Lela Miles,dolore excepteur commodo ut velit deserunt nulla mollit
e49e9af8-6752-47f9-863c-41b0855f5d11,virginia_palmer@yahoo.com,67d2c41a0b7509d160e0aa1b,PayPal,434.05,USD,pending,charge,card,2024-07-18T00:33:02.219Z,2024-07-25T00:33:02.219Z,91521078-ccdc-4a22-bef0-5ba45bf65668,medium,eb1323cb-224b-42ae-98e0-6dcdf4814805,Virginia Palmer,reprehenderit non eiusmod occaecat tempor mollit veniam incididunt
c929d4a2-5134-4f3d-b8cc-4f36f5ff5582,isabella_macdonald@gmail.com,67d2c41a8e7dc89b27d97f04,Stripe,520.32,USD,succeeded,refund,bank_transfer,2024-12-12T19:14:46.672Z,2024-12-22T19:14:46.672Z,1761cccb-77a8-4e4a-8f7d-760c6e197423,high,6effda96-d229-475d-9af9-a17e172b82b3,Isabella Macdonald,dolor deserunt qui nostrud aliqua cupidatat cillum cupidatat
6e2a8b57-0757-4359-bbbd-202be3e51bd8,eva_hebert@gmail.com,67d2c41a3d2477caed366b0b,Stripe,610.31,USD,failed,payout,card,2024-10-21T17:24:25.136Z,2024-10-30T17:24:25.136Z,4c85a352-d41a-4bbf-b319-19556e9f3d99,low,c671c365-e946-4f90-9c69-b5ebf9c09b1c,Eva Hebert,irure velit aliqua ullamco Lorem nisi esse laboris
2cd5e409-6d24-40b6-8f3d-a68133360497,liza_lambert@gmail.com,67d2c41a1f7e50ac6f713e8c,Stripe,538.38,USD,disputed,payout,bank_transfer,2024-10-14T12:25:15.003Z,2024-10-21T12:25:15.003Z,23afb749-d41c-4186-a043-2d84b0ca23d0,low,7824dab3-553a-4954-b6ed-efa499aa040f,Liza Lambert,magna ut culpa qui quis cillum laboris eiusmod
76aa10b2-e49f-4e8a-9499-b2a0dc313536,lula_alexander@gmail.com,67d2c41a57a266066a9cf7a7,Stripe,39.47,USD,refunded,subscription,card,2024-05-01T07:01:25.442Z,2024-05-10T07:01:25.442Z,1d250534-3cba-4765-a081-2e4847358dd1,medium,25ce8fa5-18a9-449e-906f-30b056a9c3a9,Lula Alexander,nulla ullamco est nisi enim adipisicing excepteur ad
